Concept;Feature;BR_Label
rocker;used_by_sitting_on;function
rocker;used_for_babies;function
rocker;is_comfortable;tactile
rocket;used_for_traveling_into_space;function
rocket;inbeh_-_flies;visual-motion
rocket;is_large;visual-form_and_surface
rocket;made_of_metal;visual-form_and_surface
rocket;is_fast;visual-motion
rocket;used_by_astronauts;function
rocket;is_long;visual-form_and_surface
rocket;requires_fuel;encyclopaedic
rocket;is_expensive;encyclopaedic
rocket;made_by_N.A.S.A.;encyclopaedic
rocket;a_weapon;taxonomic
rocket;is_round;visual-form_and_surface
rooster;an_animal;taxonomic
rooster;has_a_beak;visual-form_and_surface
rooster;has_feathers;visual-form_and_surface
rooster;a_male_chicken;taxonomic
rooster;beh_-_crows;sound
rooster;has_wings;visual-form_and_surface
rooster;lives_on_farms;encyclopaedic
rooster;a_bird;taxonomic
rooster;has_feet;visual-form_and_surface
rooster;associated_with_morning;encyclopaedic
rooster;has_2_feet;visual-form_and_surface
rooster;used_for_waking_up_people;function
rooster;beh_-_cannot_fly;encyclopaedic
rooster;is_edible;function
rooster;has_a_comb;visual-form_and_surface
rooster;is_red;visual-colour
rooster;a_chicken;taxonomic
rooster;is_white;visual-colour
rope;used_by_tying;function
rope;is_long;visual-form_and_surface
rope;is_strong;encyclopaedic
rope;is_thin;visual-form_and_surface
rope;used_for_climbing;function
rope;is_thick;visual-form_and_surface
rope;used_for_hangings;function
rope;used_for_pulling;function
rope;used_for_jumping;function
rope;used_for_securing;function
rope;is_braided;visual-form_and_surface
rope;is_twisted;visual-form_and_surface
ruler;used_for_measuring;function
ruler;has_units;visual-form_and_surface
ruler;made_of_wood;visual-form_and_surface
ruler;used_for_drawing;function
ruler;used_for_drawing_straight_lines;function
ruler;has_units_-_inches;encyclopaedic
ruler;has_units_-_cm;encyclopaedic
ruler;made_of_plastic;visual-form_and_surface
ruler;has_edges;visual-form_and_surface
ruler;has_straight_edges;visual-form_and_surface
ruler;is_1_foot_long;visual-form_and_surface
ruler;is_metric;encyclopaedic
ruler;is_rectangular;visual-form_and_surface
ruler;is_straight;visual-form_and_surface
ruler;eg_-_a_king;taxonomic
ruler;has_numbers;visual-form_and_surface
ruler;is_flat;visual-form_and_surface
ruler;is_long;visual-form_and_surface
sack;used_for_carrying_things;function
sack;a_bag;taxonomic
sack;used_for_holding_potatoes;function
sack;used_for_holding_things;function
sack;made_of_burlap;visual-form_and_surface
sack;made_of_cloth;visual-form_and_surface
sack;made_of_different_materials;visual-form_and_surface
sack;worn_over_shoulder;function
saddle;used_on_horses;encyclopaedic
saddle;made_of_leather;visual-form_and_surface
saddle;used_for_riding;function
saddle;has_stirrups;visual-form_and_surface
saddle;is_brown;visual-colour
saddle;used_by_sitting_on;function
saddle;has_straps;visual-form_and_surface
saddle;is_heavy;tactile
saddle;found_on_horses_backs;encyclopaedic
sailboat;found_on_water;encyclopaedic
sailboat;has_sails;visual-form_and_surface
sailboat;requires_wind;encyclopaedic
sailboat;is_large;visual-form_and_surface
sailboat;inbeh_-_floats;visual-motion
sailboat;used_for_sports;function
sailboat;used_for_leisure;function
sailboat;used_for_transportation;function
sailboat;has_a_motor;visual-form_and_surface
sailboat;a_boat;taxonomic
sailboat;different_sizes;visual-form_and_surface
sailboat;is_small;visual-form_and_surface
sailboat;used_by_humans;function
sailboat;has_a_mast;visual-form_and_surface
salamander;a_lizard;taxonomic
salamander;is_small;visual-form_and_surface
salamander;lives_in_water;encyclopaedic
salamander;a_reptile;taxonomic
salamander;a_fish;taxonomic
salamander;has_a_long_tail;visual-form_and_surface
salamander;has_legs;visual-form_and_surface
salamander;is_slimy;tactile
salamander;an_animal;taxonomic
salamander;has_4_legs;visual-form_and_surface
salamander;has_a_long_tongue;visual-form_and_surface
salamander;is_edible;function
salamander;is_green;visual-colour
salmon;a_fish;taxonomic
salmon;is_edible;function
salmon;beh_-_swims;visual-motion
salmon;lives_in_water;encyclopaedic
salmon;beh_-_lays_eggs;encyclopaedic
salmon;is_pink;visual-colour
salmon;has_fins;visual-form_and_surface
salmon;has_gills;visual-form_and_surface
salmon;an_animal;taxonomic
salmon;has_a_tail;visual-form_and_surface
sandals;made_of_leather;visual-form_and_surface
sandals;worn_in_summer;encyclopaedic
sandals;a_shoe;taxonomic
sandals;has_straps;visual-form_and_surface
sandals;has_soles;visual-form_and_surface
sandals;worn_at_beaches;encyclopaedic
sandals;worn_for_walking;function
sandals;worn_for_walking_in_sand;function
sandals;a_footwear;taxonomic
sandals;is_comfortable;tactile
sandals;worn_on_feet;function
sandals;is_open;encyclopaedic
sandals;worn_by_Jesus_Christ;function
sandals;is_brown;visual-colour
sandals;made_of_plastic;visual-form_and_surface
sandals;worn_for_exposing_feet;function
sandals;worn_in_hot_weather;encyclopaedic
sandpaper;used_for_smoothing;function
sandpaper;is_rough;tactile
sandpaper;used_for_smoothing_wood;function
sandpaper;has_different_sizes_of_grains/textures;visual-form_and_surface
sandpaper;made_of_sand;visual-form_and_surface
sandpaper;used_for_carpentry;function
sandpaper;is_brown;visual-colour
sandpaper;found_in_workshops;encyclopaedic
sandpaper;has_a_sheet;visual-form_and_surface
sandpaper;bought/sold_in_hardware_stores;encyclopaedic
sandpaper;has_fine_sand_covering_it;visual-form_and_surface
sandpaper;is_gritty;tactile
sardine;a_fish;taxonomic
sardine;comes_in_cans;encyclopaedic
sardine;is_small;visual-form_and_surface
sardine;is_edible;function
sardine;is_smelly;smell
sardine;lives_in_water;encyclopaedic
sardine;tastes_salty;taste
sardine;eaten_on_pizza;function
sardine;tastes_bad;taste
sardine;beh_-_swims;visual-motion
sardine;is_slimy;tactile
saucer;used_with_cups;encyclopaedic
saucer;is_breakable;encyclopaedic
saucer;is_round;visual-form_and_surface
saucer;made_of_china;visual-form_and_surface
saucer;used_for_catching;function
saucer;eg_-_flying_saucer;taxonomic
saucer;is_flat;visual-form_and_surface
saucer;a_UFO;taxonomic
saucer;has_patterns;visual-form_and_surface
saucer;part_of_a_set_of_dishes;encyclopaedic
saucer;used_for_feeding_cats;function
saucer;used_with_tea_cups;encyclopaedic
saucer;a_plate;taxonomic
saucer;made_of_porcelain;visual-form_and_surface
saucer;used_for_catching_drips;function
saxophone;a_musical_instrument;taxonomic
saxophone;used_for_playing_jazz;function
saxophone;made_of_brass;visual-form_and_surface
saxophone;used_for_music;function
saxophone;requires_air;encyclopaedic
saxophone;has_reeds;visual-form_and_surface
saxophone;made_of_metal;visual-form_and_surface
saxophone;inbeh_-_produces_music;sound
saxophone;has_keys;visual-form_and_surface
saxophone;is_gold;visual-colour
saxophone;a_woodwind;taxonomic
saxophone;has_a_mouthpiece;visual-form_and_surface
saxophone;is_shiny;visual-form_and_surface
saxophone;used_in_bands;function
scarf;worn_around_neck;function
scarf;worn_for_warmth;function
scarf;worn_in_winter;encyclopaedic
scarf;is_long;visual-form_and_surface
scarf;made_of_wool;visual-form_and_surface
scarf;is_knitted;encyclopaedic
scarf;clothing;taxonomic
scarf;different_colours;visual-colour
scarf;is_fashionable;encyclopaedic
scarf;is_colourful;visual-colour
scarf;is_soft;tactile
scarf;worn_for_the_cold;function
scissors;used_for_cutting;function
scissors;is_sharp;tactile
scissors;made_of_metal;visual-form_and_surface
scissors;is_dangerous;encyclopaedic
scissors;has_2_blades;visual-form_and_surface
scissors;made_of_plastic;visual-form_and_surface
scissors;used_for_cutting_paper;function
scissors;has_handles;visual-form_and_surface
scissors;a_tool;taxonomic
scissors;has_blades;visual-form_and_surface
scooter;has_wheels;visual-form_and_surface
scooter;used_for_transportation;function
scooter;has_an_engine;visual-form_and_surface
scooter;used_by_children;function
scooter;has_2_wheels;visual-form_and_surface
scooter;has_handle_bars;visual-form_and_surface
scooter;is_fast;visual-motion
scooter;a_vehicle;taxonomic
scooter;used_with_helmets;encyclopaedic
scooter;is_slow;visual-motion
scooter;is_small;visual-form_and_surface
scooter;made_of_metal;visual-form_and_surface
scooter;used_by_pushing;function
screwdriver;a_tool;taxonomic
screwdriver;has_a_handle;visual-form_and_surface
screwdriver;has_a_head;visual-form_and_surface
screwdriver;used_for_turning;function
screwdriver;used_for_turning_screws;function
screwdriver;made_of_metal;visual-form_and_surface
screwdriver;made_of_vodka_and_orange_juice;encyclopaedic
screwdriver;used_for_tightening;function
screwdriver;used_for_tightening_screws;function
screwdriver;found_in_toolboxes;encyclopaedic
screwdriver;a_drink;taxonomic
screwdriver;has_a_flat_head_(slot);visual-form_and_surface
screwdriver;used_for_loosening;function
screwdriver;has_a_Phillips_head;visual-form_and_surface
screwdriver;is_hand_held;function
screwdriver;is_long;visual-form_and_surface
screwdriver;used_for_carpentry;function
screwdriver;used_for_loosening_screws;function
screwdriver;used_for_repairs;function
screwdriver;has_different_heads;visual-form_and_surface
screws;used_for_holding;function
screws;made_of_metal;visual-form_and_surface
screws;has_a_head;visual-form_and_surface
screws;used_for_holding_things_together;function
screws;used_with_screwdrivers;encyclopaedic
screws;used_for_construction;function
screws;has_threads;visual-form_and_surface
screws;used_in_wood;function
screws;has_a_pointed_end;visual-form_and_surface
screws;is_small;visual-form_and_surface
screws;used_by_turning;function
screws;different_sizes;visual-form_and_surface
screws;used_for_fastening;function
screws;has_a_flat_head;visual-form_and_surface
screws;has_different_heads;visual-form_and_surface
screws;like_a_nail;encyclopaedic
screws;a_bolts;taxonomic
screws;used_for_carpentry;function
screws;used_for_metal;function
seagull;a_bird;taxonomic
seagull;beh_-_flies;visual-motion
seagull;is_white;visual-colour
seagull;lives_by_the_ocean;encyclopaedic
seagull;beh_-_eats_fish;visual-motion
seagull;has_a_beak;visual-form_and_surface
seagull;beh_-_produces_manure;visual-motion
seagull;has_wings;visual-form_and_surface
seagull;lives_by_the_beach;encyclopaedic
seagull;beh_-_makes_loud_noises;sound
seagull;has_feathers;visual-form_and_surface
seagull;is_grey;visual-colour
seagull;beh_-_eats_garbage;visual-motion
seagull;beh_-_lays_eggs;encyclopaedic
seagull;beh_-_eats;visual-motion
seal;beh_-_swims;visual-motion
seal;beh_-_eats_fish;visual-motion
seal;lives_in_water;encyclopaedic
seal;has_flippers;visual-form_and_surface
seal;hunted_by_people;function
seal;a_mammal;taxonomic
seal;an_animal;taxonomic
seal;lives_in_Arctic;encyclopaedic
seal;has_whiskers;visual-form_and_surface
seal;is_edible;function
seal;beh_-_does_tricks;encyclopaedic
seal;killed_for_fur;function
seal;lives_in_cold_climates;encyclopaedic
seal;is_cute;encyclopaedic
seal;is_endangered;encyclopaedic
seal;is_large;visual-form_and_surface
seal;is_smooth;tactile
seaweed;is_green;visual-colour
seaweed;is_edible;function
seaweed;grows_in_water;encyclopaedic
seaweed;a_plant;taxonomic
seaweed;is_slimy;tactile
seaweed;eaten_by_animals;function
seaweed;grows_in_seas;encyclopaedic
seaweed;is_smelly;smell
seaweed;grows_in_oceans;encyclopaedic
seaweed;is_long;visual-form_and_surface
shack;made_of_wood;visual-form_and_surface
shack;is_run-down;encyclopaedic
shack;is_small;visual-form_and_surface
shack;is_dirty;visual-form_and_surface
shack;used_as_a_house;function
shack;is_old-fashioned;encyclopaedic
shack;has_a_roof;visual-form_and_surface
shack;used_for_storage;function
shack;has_a_door;visual-form_and_surface
shack;inbeh_-_leaks;encyclopaedic
shack;made_of_metal;visual-form_and_surface
shack;used_for_storing_tools;function
shawl;clothing;taxonomic
shawl;worn_for_warmth;function
shawl;worn_by_women;function
shawl;worn_on_shoulders;function
shawl;made_of_wool;visual-form_and_surface
shawl;worn_by_old_women;function
shawl;is_knitted;encyclopaedic
shawl;different_colours;visual-colour
shawl;is_warm;tactile
shawl;made_of_cotton;visual-form_and_surface
shed;used_for_storage;function
shed;used_for_storing_tools;function
shed;found_in_back_yards;encyclopaedic
shed;made_of_wood;visual-form_and_surface
shed;is_small;visual-form_and_surface
shed;has_doors;visual-form_and_surface
shed;used_for_storing_lawnmowers;function
shed;has_a_roof;visual-form_and_surface
shed;a_building;taxonomic
shed;found_outdoors;encyclopaedic
shed;made_of_metal;visual-form_and_surface
shed;used_for_storing_bicycles;function
sheep;an_animal;taxonomic
sheep;is_white;visual-colour
sheep;used_for_wool;function
sheep;has_wool;visual-form_and_surface
sheep;has_legs;visual-form_and_surface
sheep;beh_-_bahs;sound
sheep;eaten_as_meat;function
sheep;has_4_legs;visual-form_and_surface
sheep;beh_-_eats;visual-motion
sheep;beh_-_eats_grass;visual-motion
sheep;is_black;visual-colour
sheep;used_by_clipping/shearing;function
sheep;a_baby_is_a_lamb;taxonomic
sheep;herded_by_shepherds;function
sheep;lives_on_farms;encyclopaedic
sheep;lives_in_herds;encyclopaedic
sheep;a_mammal;taxonomic
sheep;is_cuddly;tactile
sheep;is_cute;encyclopaedic
sheep;is_gentle;encyclopaedic
sheep;lives_in_Australia;encyclopaedic
shell;used_for_protection;function
shell;found_on_beaches;encyclopaedic
shell;is_hard;tactile
shell;a_house;taxonomic
shell;different_colours;visual-colour
shell;found_in_seas;encyclopaedic
shell;different_shapes;visual-form_and_surface
shell;is_breakable;encyclopaedic
shelves;used_for_storage;function
shelves;made_of_wood;visual-form_and_surface
shelves;used_for_storing_books;function
shelves;found_in_libraries;encyclopaedic
shelves;made_of_metal;visual-form_and_surface
shelves;found_on_walls;encyclopaedic
shelves;is_flat;visual-form_and_surface
shelves;is_useful;encyclopaedic
shelves;found_in_cupboards;encyclopaedic
shelves;made_of_plastic;visual-form_and_surface
shelves;used_for_organizing;function
shield;used_for_protection;function
shield;made_of_metal;visual-form_and_surface
shield;is_medieval;encyclopaedic
shield;used_for_war;function
shield;associated_with_swords;encyclopaedic
shield;a_weapon;taxonomic
shield;associated_with_knights;encyclopaedic
shield;is_large;visual-form_and_surface
shield;made_of_wood;visual-form_and_surface
shield;used_for_battle;function
ship;used_for_cargo;function
ship;is_large;visual-form_and_surface
ship;requires_captains;encyclopaedic
ship;used_on_water;encyclopaedic
ship;has_sails;visual-form_and_surface
ship;inbeh_-_floats;visual-motion
ship;requires_crews;encyclopaedic
ship;used_for_cruising;function
ship;used_for_transportation;function
ship;used_for_passengers;function
ship;has_decks;visual-form_and_surface
ship;is_sinkable;encyclopaedic
ship;made_of_wood;visual-form_and_surface
shirt;has_sleeves;visual-form_and_surface
shirt;has_buttons;visual-form_and_surface
shirt;clothing;taxonomic
shirt;made_of_cotton;visual-form_and_surface
shirt;different_colours;visual-colour
shirt;made_of_material;visual-form_and_surface
shirt;worn_for_warmth;function
shirt;worn_on_torso;function
shirt;has_short_sleeves;visual-form_and_surface
shirt;worn_with_ties;encyclopaedic
shirt;has_a_collar;visual-form_and_surface
shirt;has_long_sleeves;visual-form_and_surface
shirt;eg_-_t-shirt;taxonomic
shirt;has_pockets;visual-form_and_surface
shirt;requires_ironing;function
shirt;worn;function
shirt;worn_by_men;function
shirt;worn_by_women;function
shoes;made_of_leather;visual-form_and_surface
shoes;has_heels;visual-form_and_surface
shoes;has_laces;visual-form_and_surface
shoes;worn_on_feet;function
shoes;worn_for_protection;function
shoes;has_high_heels;visual-form_and_surface
shoes;has_soles;visual-form_and_surface
shoes;worn_for_running;function
shoes;comes_in_pairs;encyclopaedic
shoes;different_sizes;visual-form_and_surface
shoes;worn_for_protecting_feet;function
shoes;clothing;taxonomic
shoes;worn_for_walking;function
shoes;has_buckles;visual-form_and_surface
shoes;made_of_material;visual-form_and_surface
shoes;made_of_suede;visual-form_and_surface
shoes;worn_for_covering;function
shoes;worn_for_covering_feet;function
shoes;worn_for_sports;function
shotgun;requires_bullets;encyclopaedic
shotgun;is_loud;sound
shotgun;made_of_metal;visual-form_and_surface
shotgun;used_for_hunting;function
shotgun;used_for_killing;function
shotgun;is_dangerous;encyclopaedic
shotgun;has_a_trigger;visual-form_and_surface
shotgun;a_gun;taxonomic
shotgun;a_weapon;taxonomic
shotgun;used_by_the_police;function
shovel;has_a_handle;visual-form_and_surface
shovel;used_for_digging;function
shovel;a_tool;taxonomic
shovel;used_for_moving_snow;function
shovel;used_for_gardening;function
shovel;made_of_metal;visual-form_and_surface
shovel;has_a_wooden_handle;visual-form_and_surface
shovel;used_for_removing;function
shovel;has_a_long_handle;visual-form_and_surface
shovel;has_an_end;visual-form_and_surface
shovel;used_for_scooping;function
shovel;used_with_dirt;encyclopaedic
shovel;used_for_digging_holes;function
shovel;has_a_metal_end;visual-form_and_surface
shovel;used_for_removing_snow;function
shrimp;is_edible;function
shrimp;is_small;visual-form_and_surface
shrimp;lives_in_water;encyclopaedic
shrimp;is_pink;visual-colour
shrimp;tastes_good;taste
shrimp;has_a_shell;visual-form_and_surface
shrimp;lives_in_oceans;encyclopaedic
shrimp;is_large;visual-form_and_surface
shrimp;beh_-_swims;visual-motion
shrimp;has_a_tail;visual-form_and_surface
shrimp;is_red;visual-colour
shrimp;lives_in_seas;encyclopaedic
shrimp;is_white;visual-colour
sink;used_for_washing;function
sink;found_in_bathrooms;encyclopaedic
sink;found_in_kitchens;encyclopaedic
sink;has_taps;encyclopaedic
sink;used_for_holding_water;function
sink;used_for_washing_dishes;function
sink;has_a_drain;visual-form_and_surface
sink;made_of_porcelain;visual-form_and_surface
sink;used_for_water;function
sink;has_a_drain_plug;encyclopaedic
sink;made_of_metal;visual-form_and_surface
sink;made_of_stainless_steel;visual-form_and_surface
sink;has_pipes;encyclopaedic
sink;inbeh_-_clogs;encyclopaedic
sink;a_basin;taxonomic
sink;made_of_enamel;visual-form_and_surface
sink;used_for_laundry;function
skateboard;has_wheels;visual-form_and_surface
skateboard;has_4_wheels;visual-form_and_surface
skateboard;made_of_wood;visual-form_and_surface
skateboard;used_for_transportation;function
skateboard;used_for_performing_tricks;function
skateboard;a_board;taxonomic
skateboard;is_long;visual-form_and_surface
skateboard;used_by_children;function
skateboard;used_by_riding;function
skateboard;is_fast;visual-motion
skillet;used_for_cooking;function
skillet;used_for_frying;function
skillet;has_a_handle;visual-form_and_surface
skillet;used_on_stove_tops;encyclopaedic
skillet;found_in_kitchens;encyclopaedic
skillet;made_of_metal;visual-form_and_surface
skillet;inbeh_-_gets_hot;encyclopaedic
skillet;used_for_food;function
skillet;a_pan;taxonomic
skillet;is_round;visual-form_and_surface
skillet;made_of_iron;visual-form_and_surface
skirt;worn_by_women;function
skirt;is_long;visual-form_and_surface
skirt;made_of_material;visual-form_and_surface
skirt;clothing;taxonomic
skirt;is_short;visual-form_and_surface
skirt;has_pleats;visual-form_and_surface
skirt;made_of_different_materials;visual-form_and_surface
skirt;worn_by_men_-_kilt;function
skirt;different_colours;visual-colour
skirt;different_lengths;visual-form_and_surface
skirt;eg_-_mini_skirt;taxonomic
skirt;is_dressy;encyclopaedic
skirt;is_tight;tactile
skirt;is_colourful;visual-colour
skis;used_on_snow;encyclopaedic
skis;is_long;visual-form_and_surface
skis;comes_in_pairs;encyclopaedic
skis;used_on_mountains;encyclopaedic
skis;used_on_water;encyclopaedic
skis;worn_on_feet;function
skis;is_thin;visual-form_and_surface
skis;made_of_wood;visual-form_and_surface
skis;requires_poles;encyclopaedic
skis;has_bindings;visual-form_and_surface
skis;requires_boots;encyclopaedic
skis;used_for_sliding_down_hills;function
skis;used_in_the_cold;function
skunk;smells_bad;smell
skunk;is_white;visual-colour
skunk;is_black;visual-colour
skunk;an_animal;taxonomic
skunk;beh_-_sprays_when_in_danger;visual-motion
skunk;has_a_stripe;visual-form_and_surface
skunk;has_legs;visual-form_and_surface
skunk;has_4_legs;visual-form_and_surface
skunk;has_a_tail;visual-form_and_surface
skunk;has_fur;visual-form_and_surface
skunk;lives_in_forests;encyclopaedic
skunk;is_small;visual-form_and_surface
skyscraper;is_tall;visual-form_and_surface
skyscraper;a_building;taxonomic
skyscraper;found_in_cities;encyclopaedic
skyscraper;has_elevators;visual-form_and_surface
skyscraper;has_windows;visual-form_and_surface
skyscraper;used_for_housing_people;function
skyscraper;has_many_floors;visual-form_and_surface
skyscraper;used_for_business;function
skyscraper;used_for_offices;function
skyscraper;has_stairs;visual-form_and_surface
skyscraper;is_large;visual-form_and_surface
skyscraper;owned_by_companies;function
sled;used_for_sliding_down_hills;function
sled;made_of_wood;visual-form_and_surface
sled;used_in_winter;encyclopaedic
sled;used_on_snow;encyclopaedic
sled;is_fun;encyclopaedic
sled;used_by_children;function
sled;made_of_plastic;visual-form_and_surface
sled;is_fast;visual-motion
sled;used_by_pulling_by_dogs;function
sled;different_colours;visual-colour
sled;made_of_metal;visual-form_and_surface
sled;used_for_tobogganing;function
sledgehammer;is_heavy;tactile
sledgehammer;made_of_metal;visual-form_and_surface
sledgehammer;made_of_wood;visual-form_and_surface
sledgehammer;a_tool;taxonomic
sledgehammer;has_a_wooden_handle;visual-form_and_surface
sledgehammer;used_for_construction;function
sledgehammer;used_for_breaking_things;function
sledgehammer;has_a_handle;visual-form_and_surface
sledgehammer;has_a_metal_head;visual-form_and_surface
sledgehammer;is_long;visual-form_and_surface
sledgehammer;is_large;visual-form_and_surface
sleigh;used_on_snow;encyclopaedic
sleigh;used_by_pulling;function
sleigh;used_by_Santa;function
sleigh;used_in_the_winter;encyclopaedic
sleigh;used_for_transportation;function
sleigh;is_fun;encyclopaedic
sleigh;made_of_wood;visual-form_and_surface
sleigh;made_of_metal;visual-form_and_surface
sleigh;made_of_plastic;visual-form_and_surface
slingshot;a_weapon;taxonomic
slingshot;used_for_throwing;function
slingshot;has_elastic;visual-form_and_surface
slingshot;has_a_Y_shaped_part;visual-form_and_surface
slingshot;is_dangerous;encyclopaedic
slingshot;used_for_throwing_stones;function
slingshot;made_of_wood;visual-form_and_surface
slingshot;used_for_hunting;function
slingshot;used_for_killing;function
slingshot;a_toy;taxonomic
slingshot;used_by_children;function
slingshot;used_by_boys;function
slingshot;used_by_David_on_Goliath;function
slingshot;used_for_shooting;function
slingshot;used_for_hunting_small_game;function
slippers;worn_for_warmth;function
slippers;is_comfortable;tactile
slippers;is_fuzzy/fluffy;tactile
slippers;worn_in_houses;encyclopaedic
slippers;worn_on_feet;function
slippers;is_soft;tactile
slippers;a_footwear;taxonomic
slippers;comes_in_pairs;encyclopaedic
slippers;worn_for_keeping_feet_warm;function
slippers;made_of_leather;visual-form_and_surface
slippers;clothing;taxonomic
slippers;used_for_chewing_by_dogs;function
slippers;worn_indoors;encyclopaedic
snail;is_slow;visual-motion
snail;has_a_shell;visual-form_and_surface
snail;is_slimy;tactile
snail;is_edible;function
snail;is_small;visual-form_and_surface
snail;has_antennae;visual-form_and_surface
snail;eaten_as_escargot;function
snail;like_a_slug;encyclopaedic
snail;lives_in_a_shell;encyclopaedic
socks;worn_for_warmth;function
socks;worn_on_feet;function
socks;made_of_wool;visual-form_and_surface
socks;comes_in_pairs;encyclopaedic
socks;has_holes;visual-form_and_surface
socks;made_of_cotton;visual-form_and_surface
socks;clothing;taxonomic
socks;different_colours;visual-colour
socks;is_smelly;smell
socks;worn_for_keeping_feet_warm;function
socks;made_of_material;visual-form_and_surface
socks;eg_-_sport;taxonomic
socks;is_darned;encyclopaedic
socks;is_dirty;visual-form_and_surface
socks;is_knee_high;encyclopaedic
sofa;found_in_living_rooms;encyclopaedic
sofa;furniture;taxonomic
sofa;is_comfortable;tactile
sofa;used_by_sitting_on;function
sofa;has_cushions;visual-form_and_surface
sofa;has_legs;visual-form_and_surface
sofa;has_a_hidden_bed;visual-form_and_surface
sofa;is_soft;tactile
sofa;is_upholstered;encyclopaedic
sofa;has_a_bed;visual-form_and_surface
sofa;has_armrests;visual-form_and_surface
sofa;used_for_sleeping;function
sofa;used_for_watching_television;function
sofa;found_in_dens;encyclopaedic
sofa;has_4_legs;visual-form_and_surface
sofa;has_pillows;encyclopaedic
sofa;used_for_lying_down;function
sofa;used_for_relaxing;function
spade;used_for_digging;function
spade;a_shovel;taxonomic
spade;used_by_gardeners;function
spade;is_black;visual-colour
spade;made_of_metal;visual-form_and_surface
spade;has_a_handle;visual-form_and_surface
spade;a_tool;taxonomic
sparrow;a_bird;taxonomic
sparrow;beh_-_flies;visual-motion
sparrow;has_feathers;visual-form_and_surface
sparrow;beh_-_lays_eggs;encyclopaedic
sparrow;has_wings;visual-form_and_surface
sparrow;is_small;visual-form_and_surface
sparrow;has_a_beak;visual-form_and_surface
sparrow;an_animal;taxonomic
sparrow;beh_-_sings;sound
sparrow;beh_-_migrates;encyclopaedic
sparrow;beh_-_builds_nests;encyclopaedic
sparrow;lives_in_nests;encyclopaedic
sparrow;beh_-_chirps;sound
spatula;a_utensil;taxonomic
spatula;has_a_handle;visual-form_and_surface
spatula;made_of_plastic;visual-form_and_surface
spatula;used_for_cooking;function
spatula;is_flat;visual-form_and_surface
spatula;made_of_metal;visual-form_and_surface
spatula;used_for_flipping;function
spatula;found_in_kitchens;encyclopaedic
spatula;is_long;visual-form_and_surface
spatula;made_of_wood;visual-form_and_surface
spatula;used_for_baking;function
spatula;made_of_rubber;visual-form_and_surface
spear;used_for_hunting;function
spear;a_weapon;taxonomic
spear;is_long;visual-form_and_surface
spear;used_by_throwing;function
spear;has_a_pointed_end;visual-form_and_surface
spear;is_sharp;tactile
spear;has_a_head;visual-form_and_surface
spear;is_dangerous;encyclopaedic
spear;used_for_killing;function
spear;is_primitive;encyclopaedic
spear;has_a_handle;visual-form_and_surface
spear;has_a_wooden_handle;visual-form_and_surface
spear;is_thin;visual-form_and_surface
spear;made_of_wood;visual-form_and_surface
spear;used_for_fishing;function
spider;has_legs;visual-form_and_surface
spider;beh_-_spins_webs;visual-motion
spider;has_8_legs;visual-form_and_surface
spider;an_insect;taxonomic
spider;is_small;visual-form_and_surface
spider;is_black;visual-colour
spider;is_frightening;encyclopaedic
spider;beh_-_eats_insects;visual-motion
spider;beh_-_produces_poison;encyclopaedic
spider;has_eyes;visual-form_and_surface
spider;is_hairy;tactile
spider;beh_-_crawls;visual-motion
spider;beh_-_eats_flies;visual-motion
spider;beh_-_lays_eggs;encyclopaedic
spider;has_6_legs;visual-form_and_surface
spider;is_large;visual-form_and_surface
spinach;is_green;visual-colour
spinach;a_vegetable;taxonomic
spinach;has_leaves;visual-form_and_surface
spinach;associated_with_Popeye;encyclopaedic
spinach;eaten_in_salads;function
spinach;is_healthy;encyclopaedic
spinach;eaten_by_cooking;function
spinach;grows_in_gardens;encyclopaedic
spinach;is_edible;function
spinach;eaten_in_soups;function
spinach;is_nutritious;encyclopaedic
spoon;used_for_eating;function
spoon;a_utensil;taxonomic
spoon;used_for_eating_soup;function
spoon;made_of_metal;visual-form_and_surface
spoon;used_for_stirring;function
spoon;has_an_end;visual-form_and_surface
spoon;is_silver;visual-colour
spoon;made_of_wood;visual-form_and_surface
spoon;found_in_kitchens;encyclopaedic
spoon;used_for_liquids;function
spoon;has_a_round_end;visual-form_and_surface
spoon;has_a_handle;visual-form_and_surface
spoon;used_by_babies;function
spoon;used_for_eating_dessert;encyclopaedic
spoon;has_a_concave_end/ladle;visual-form_and_surface
spoon;made_of_plastic;visual-form_and_surface
spoon;part_of_table_setting;encyclopaedic
spoon;used_for_measuring;function
spoon;used_for_serving_food;function
squid;is_edible;function
squid;has_tentacles;visual-form_and_surface
squid;lives_in_water;encyclopaedic
squid;lives_in_oceans;encyclopaedic
squid;beh_-_swims;visual-motion
squid;a_seafood;taxonomic
squid;beh_-_shoots_ink;visual-motion
squid;is_slimy;tactile
squid;a_fish;taxonomic
squid;lives_in_saltwater;encyclopaedic
squid;lives_in_seas;encyclopaedic
squirrel;beh_-_eats;visual-motion
squirrel;an_animal;taxonomic
squirrel;beh_-_eats_nuts;visual-motion
squirrel;has_a_tail;visual-form_and_surface
squirrel;beh_-_climbs_trees;visual-motion
squirrel;is_brown;visual-colour
squirrel;lives_in_trees;encyclopaedic
squirrel;is_small;visual-form_and_surface
squirrel;has_fur;visual-form_and_surface
squirrel;is_fast;visual-motion
squirrel;has_a_bushy_tail;visual-form_and_surface
squirrel;has_legs;visual-form_and_surface
